N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  2.68169665e+01   1.95859850e+01   1.00000000e+00   3.38402280e+00   6.47617044e-02   8.24089986e-02  -2.99926027e-02
  2.68569626e+01   1.95891249e+01   1.00000000e+00   3.38422630e+00   6.48593594e-02   8.22867811e-02  -2.99500307e-02
  2.68969587e+01   1.95922598e+01   1.00000000e+00   3.38442978e+00   6.49569873e-02   8.21649307e-02  -2.99075838e-02
  2.69369548e+01   1.95953898e+01   1.00000000e+00   3.38463324e+00   6.50545880e-02   8.20434459e-02  -2.98652614e-02
  2.69769509e+01   1.95985148e+01   1.00000000e+00   3.38483669e+00   6.51521615e-02   8.19223249e-02  -2.98230630e-02
  2.70169469e+01   1.96016348e+01   1.00000000e+00   3.38504012e+00   6.52497077e-02   8.18015663e-02  -2.97809880e-02
  2.70569430e+01   1.96047500e+01   1.00000000e+00   3.38524354e+00   6.53472268e-02   8.16811682e-02  -2.97390358e-02
  2.70969391e+01   1.96078602e+01   1.00000000e+00   3.38544693e+00   6.54447185e-02   8.15611293e-02  -2.96972060e-02
  2.71369352e+01   1.96109655e+01   1.00000000e+00   3.38565031e+00   6.55421830e-02   8.14414478e-02  -2.96554979e-02
  2.71769313e+01   1.96140660e+01   1.00000000e+00   3.38585367e+00   6.56396201e-02   8.13221222e-02  -2.96139111e-02
  2.72169273e+01   1.96171615e+01   1.00000000e+00   3.38605701e+00   6.57370299e-02   8.12031508e-02  -2.95724450e-02
  2.72569234e+01   1.96202523e+01   1.00000000e+00   3.38626034e+00   6.58344123e-02   8.10845322e-02  -2.95310992e-02
  2.72969195e+01   1.96233382e+01   1.00000000e+00   3.38646365e+00   6.59317673e-02   8.09662648e-02  -2.94898729e-02
  2.73369156e+01   1.96264192e+01   1.00000000e+00   3.38666694e+00   6.60290949e-02   8.08483470e-02  -2.94487658e-02
  2.73769117e+01   1.96294955e+01   1.00000000e+00   3.38687021e+00   6.61263950e-02   8.07307773e-02  -2.94077774e-02
  2.74169078e+01   1.96325669e+01   1.00000000e+00   3.38707346e+00   6.62236676e-02   8.06135542e-02  -2.93669070e-02
  2.74569038e+01   1.96356336e+01   1.00000000e+00   3.38727670e+00   6.63209127e-02   8.04966761e-02  -2.93261543e-02
  2.74968999e+01   1.96386955e+01   1.00000000e+00   3.38747991e+00   6.64181303e-02   8.03801415e-02  -2.92855186e-02
  2.75368960e+01   1.96417526e+01   1.00000000e+00   3.38768311e+00   6.65153204e-02   8.02639490e-02  -2.92449994e-02
  2.75768921e+01   1.96448050e+01   1.00000000e+00   3.38788629e+00   6.66124828e-02   8.01480969e-02  -2.92045964e-02
  2.76168882e+01   1.96478527e+01   1.00000000e+00   3.38808946e+00   6.67096177e-02   8.00325839e-02  -2.91643089e-02
  2.76568842e+01   1.96508957e+01   1.00000000e+00   3.38829260e+00   6.68067249e-02   7.99174085e-02  -2.91241365e-02
  2.76968803e+01   1.96539340e+01   1.00000000e+00   3.38849572e+00   6.69038045e-02   7.98025692e-02  -2.90840786e-02
  2.77368764e+01   1.96569676e+01   1.00000000e+00   3.38869883e+00   6.70008564e-02   7.96880645e-02  -2.90441349e-02
  2.77768725e+01   1.96599965e+01   1.00000000e+00   3.38890192e+00   6.70978806e-02   7.95738930e-02  -2.90043047e-02
  2.78168686e+01   1.96630208e+01   1.00000000e+00   3.38910499e+00   6.71948771e-02   7.94600532e-02  -2.89645876e-02
  2.78568647e+01   1.96660404e+01   1.00000000e+00   3.38930803e+00   6.72918458e-02   7.93465438e-02  -2.89249831e-02
  2.78968607e+01   1.96690554e+01   1.00000000e+00   3.38951106e+00   6.73887868e-02   7.92333632e-02  -2.88854908e-02
  2.79368568e+01   1.96720657e+01   1.00000000e+00   3.38971408e+00   6.74856999e-02   7.91205101e-02  -2.88461101e-02
  2.79768529e+01   1.96750715e+01   1.00000000e+00   3.38991707e+00   6.75825853e-02   7.90079830e-02  -2.88068406e-02
  2.80168490e+01   1.96780727e+01   1.00000000e+00   3.39012004e+00   6.76794427e-02   7.88957806e-02  -2.87676818e-02
  2.80568451e+01   1.96810693e+01   1.00000000e+00   3.39032300e+00   6.77762724e-02   7.87839014e-02  -2.87286332e-02
  2.80968411e+01   1.96840614e+01   1.00000000e+00   3.39052593e+00   6.78730741e-02   7.86723441e-02  -2.86896944e-02
  2.81368372e+01   1.96870489e+01   1.00000000e+00   3.39072885e+00   6.79698479e-02   7.85611073e-02  -2.86508649e-02
  2.81768333e+01   1.96900318e+01   1.00000000e+00   3.39093174e+00   6.80665938e-02   7.84501895e-02  -2.86121442e-02
  2.82168294e+01   1.96930103e+01   1.00000000e+00   3.39113462e+00   6.81633117e-02   7.83395896e-02  -2.85735319e-02
  2.82568255e+01   1.96959842e+01   1.00000000e+00   3.39133747e+00   6.82600016e-02   7.82293060e-02  -2.85350275e-02
  2.82968216e+01   1.96989536e+01   1.00000000e+00   3.39154031e+00   6.83566635e-02   7.81193375e-02  -2.84966306e-02
  2.83368176e+01   1.97019186e+01   1.00000000e+00   3.39174313e+00   6.84532974e-02   7.80096827e-02  -2.84583407e-02
  2.83768137e+01   1.97048790e+01   1.00000000e+00   3.39194592e+00   6.85499033e-02   7.79003403e-02  -2.84201573e-02
  2.84168098e+01   1.97078351e+01   1.00000000e+00   3.39214870e+00   6.86464810e-02   7.77913089e-02  -2.83820801e-02
  2.84568059e+01   1.97107866e+01   1.00000000e+00   3.39235146e+00   6.87430307e-02   7.76825873e-02  -2.83441085e-02
  2.84968020e+01   1.97137338e+01   1.00000000e+00   3.39255420e+00   6.88395522e-02   7.75741740e-02  -2.83062421e-02
  2.85367980e+01   1.97166765e+01   1.00000000e+00   3.39275691e+00   6.89360456e-02   7.74660679e-02  -2.82684805e-02
  2.85767941e+01   1.97196148e+01   1.00000000e+00   3.39295961e+00   6.90325109e-02   7.73582677e-02  -2.82308233e-02
  2.86167902e+01   1.97225487e+01   1.00000000e+00   3.39316229e+00   6.91289479e-02   7.72507719e-02  -2.81932699e-02
  2.86567863e+01   1.97254782e+01   1.00000000e+00   3.39336494e+00   6.92253568e-02   7.71435795e-02  -2.81558201e-02
  2.86967824e+01   1.97284034e+01   1.00000000e+00   3.39356758e+00   6.93217374e-02   7.70366890e-02  -2.81184733e-02
  2.87367784e+01   1.97313242e+01   1.00000000e+00   3.39377020e+00   6.94180897e-02   7.69300992e-02  -2.80812291e-02
  2.87767745e+01   1.97342407e+01   1.00000000e+00   3.39397279e+00   6.95144138e-02   7.68238089e-02  -2.80440871e-02
  2.88167706e+01   1.97371528e+01   1.00000000e+00   3.39417537e+00   6.96107096e-02   7.67178167e-02  -2.80070469e-02
  2.88567667e+01   1.97400606e+01   1.00000000e+00   3.39437792e+00   6.97069771e-02   7.66121216e-02  -2.79701080e-02
  2.88967628e+01   1.97429641e+01   1.00000000e+00   3.39458045e+00   6.98032162e-02   7.65067221e-02  -2.79332700e-02
  2.89367589e+01   1.97458633e+01   1.00000000e+00   3.39478297e+00   6.98994270e-02   7.64016172e-02  -2.78965326e-02
  2.89767549e+01   1.97487582e+01   1.00000000e+00   3.39498546e+00   6.99956094e-02   7.62968055e-02  -2.78598952e-02
  2.90167510e+01   1.97516488e+01   1.00000000e+00   3.39518793e+00   7.00917634e-02   7.61922858e-02  -2.78233576e-02
  2.90567471e+01   1.97545352e+01   1.00000000e+00   3.39539038e+00   7.01878889e-02   7.60880570e-02  -2.77869192e-02
  2.90967432e+01   1.97574173e+01   1.00000000e+00   3.39559281e+00   7.02839861e-02   7.59841178e-02  -2.77505797e-02
  2.91367393e+01   1.97602952e+01   1.00000000e+00   3.39579522e+00   7.03800547e-02   7.58804670e-02  -2.77143387e-02
  2.91767353e+01   1.97631689e+01   1.00000000e+00   3.39599761e+00   7.04760949e-02   7.57771035e-02  -2.76781957e-02
  2.92167314e+01   1.97660384e+01   1.00000000e+00   3.39619997e+00   7.05721066e-02   7.56740260e-02  -2.76421504e-02
  2.92567275e+01   1.97689036e+01   1.00000000e+00   3.39640232e+00   7.06680897e-02   7.55712334e-02  -2.76062023e-02
  2.92967236e+01   1.97717647e+01   1.00000000e+00   3.39660464e+00   7.07640443e-02   7.54687245e-02  -2.75703512e-02
  2.93367197e+01   1.97746216e+01   1.00000000e+00   3.39680694e+00   7.08599703e-02   7.53664982e-02  -2.75345965e-02
  2.93767158e+01   1.97774743e+01   1.00000000e+00   3.39700922e+00   7.09558678e-02   7.52645532e-02  -2.74989378e-02
  2.94167118e+01   1.97803229e+01   1.00000000e+00   3.39721148e+00   7.10517366e-02   7.51628884e-02  -2.74633749e-02
  2.94567079e+01   1.97831673e+01   1.00000000e+00   3.39741372e+00   7.11475768e-02   7.50615027e-02  -2.74279073e-02
  2.94967040e+01   1.97860076e+01   1.00000000e+00   3.39761593e+00   7.12433883e-02   7.49603949e-02  -2.73925346e-02
  2.95367001e+01   1.97888437e+01   1.00000000e+00   3.39781813e+00   7.13391712e-02   7.48595640e-02  -2.73572564e-02
  2.95766962e+01   1.97916758e+01   1.00000000e+00   3.39802030e+00   7.14349254e-02   7.47590087e-02  -2.73220724e-02
  2.96166922e+01   1.97945038e+01   1.00000000e+00   3.39822245e+00   7.15306509e-02   7.46587279e-02  -2.72869821e-02
  2.96566883e+01   1.97973276e+01   1.00000000e+00   3.39842458e+00   7.16263476e-02   7.45587206e-02  -2.72519853e-02
  2.96966844e+01   1.98001474e+01   1.00000000e+00   3.39862669e+00   7.17220157e-02   7.44589856e-02  -2.72170814e-02
  2.97366805e+01   1.98029632e+01   1.00000000e+00   3.39882877e+00   7.18176549e-02   7.43595219e-02  -2.71822703e-02
  2.97766766e+01   1.98057749e+01   1.00000000e+00   3.39903083e+00   7.19132654e-02   7.42603282e-02  -2.71475514e-02
  2.98166727e+01   1.98085825e+01   1.00000000e+00   3.39923287e+00   7.20088470e-02   7.41614036e-02  -2.71129244e-02
  2.98566687e+01   1.98113861e+01   1.00000000e+00   3.39943489e+00   7.21043998e-02   7.40627469e-02  -2.70783889e-02
  2.98966648e+01   1.98141857e+01   1.00000000e+00   3.39963689e+00   7.21999238e-02   7.39643571e-02  -2.70439447e-02
  2.99366609e+01   1.98169813e+01   1.00000000e+00   3.39983886e+00   7.22954189e-02   7.38662331e-02  -2.70095912e-02
  2.99766570e+01   1.98197729e+01   1.00000000e+00   3.40004082e+00   7.23908852e-02   7.37683737e-02  -2.69753282e-02
  3.00166531e+01   1.98225605e+01   1.00000000e+00   3.40024275e+00   7.24863225e-02   7.36707781e-02  -2.69411553e-02
  3.00566491e+01   1.98253441e+01   1.00000000e+00   3.40044465e+00   7.25817309e-02   7.35734450e-02  -2.69070721e-02
  3.00966452e+01   1.98281237e+01   1.00000000e+00   3.40064654e+00   7.26771104e-02   7.34763735e-02  -2.68730783e-02
  3.01366413e+01   1.98308994e+01   1.00000000e+00   3.40084840e+00   7.27724610e-02   7.33795625e-02  -2.68391735e-02
  3.01766374e+01   1.98336712e+01   1.00000000e+00   3.40105024e+00   7.28677825e-02   7.32830109e-02  -2.68053574e-02
  3.02166335e+01   1.98364390e+01   1.00000000e+00   3.40125206e+00   7.29630751e-02   7.31867177e-02  -2.67716296e-02
  3.02566296e+01   1.98392029e+01   1.00000000e+00   3.40145385e+00   7.30583386e-02   7.30906820e-02  -2.67379898e-02
  3.02966256e+01   1.98419629e+01   1.00000000e+00   3.40165562e+00   7.31535731e-02   7.29949026e-02  -2.67044376e-02
  3.03366217e+01   1.98447190e+01   1.00000000e+00   3.40185737e+00   7.32487786e-02   7.28993786e-02  -2.66709727e-02
  3.03766178e+01   1.98474712e+01   1.00000000e+00   3.40205909e+00   7.33439550e-02   7.28041088e-02  -2.66375947e-02
  3.04166139e+01   1.98502195e+01   1.00000000e+00   3.40226080e+00   7.34391023e-02   7.27090925e-02  -2.66043034e-02
  3.04566100e+01   1.98529639e+01   1.00000000e+00   3.40246248e+00   7.35342205e-02   7.26143284e-02  -2.65710983e-02
  3.04966060e+01   1.98557045e+01   1.00000000e+00   3.40266413e+00   7.36293096e-02   7.25198157e-02  -2.65379791e-02
  3.05366021e+01   1.98584412e+01   1.00000000e+00   3.40286577e+00   7.37243696e-02   7.24255533e-02  -2.65049455e-02
  3.05765982e+01   1.98611741e+01   1.00000000e+00   3.40306738e+00   7.38194004e-02   7.23315402e-02  -2.64719972e-02
  3.06165943e+01   1.98639032e+01   1.00000000e+00   3.40326896e+00   7.39144020e-02   7.22377755e-02  -2.64391337e-02
  3.06565904e+01   1.98666284e+01   1.00000000e+00   3.40347053e+00   7.40093744e-02   7.21442582e-02  -2.64063549e-02
  3.06965864e+01   1.98693498e+01   1.00000000e+00   3.40367207e+00   7.41043176e-02   7.20509873e-02  -2.63736604e-02
  3.07365825e+01   1.98720675e+01   1.00000000e+00   3.40387359e+00   7.41992316e-02   7.19579618e-02  -2.63410497e-02
  3.07765786e+01   1.98747813e+01   1.00000000e+00   3.40407508e+00   7.42941164e-02   7.18651809e-02  -2.63085227e-02
  3.08165747e+01   1.98774914e+01   1.00000000e+00   3.40427655e+00   7.43889719e-02   7.17726434e-02  -2.62760790e-02
  3.08565708e+01   1.98801977e+01   1.00000000e+00   3.40447800e+00   7.44837981e-02   7.16803486e-02  -2.62437182e-02
  3.08965669e+01   1.98829002e+01   1.00000000e+00   3.40467942e+00   7.45785950e-02   7.15882953e-02  -2.62114401e-02
  3.09365629e+01   1.98855990e+01   1.00000000e+00   3.40488082e+00   7.46733626e-02   7.14964828e-02  -2.61792443e-02
  3.09765590e+01   1.98882941e+01   1.00000000e+00   3.40508220e+00   7.47681009e-02   7.14049100e-02  -2.61471305e-02
  3.10165551e+01   1.98909854e+01   1.00000000e+00   3.40528355e+00   7.48628098e-02   7.13135760e-02  -2.61150984e-02
  3.10565512e+01   1.98936730e+01   1.00000000e+00   3.40548488e+00   7.49574894e-02   7.12224799e-02  -2.60831477e-02
  3.10965473e+01   1.98963569e+01   1.00000000e+00   3.40568618e+00   7.50521396e-02   7.11316208e-02  -2.60512780e-02
  3.11365433e+01   1.98990370e+01   1.00000000e+00   3.40588746e+00   7.51467604e-02   7.10409977e-02  -2.60194892e-02
  3.11765394e+01   1.99017135e+01   1.00000000e+00   3.40608872e+00   7.52413518e-02   7.09506098e-02  -2.59877807e-02
  3.12165355e+01   1.99043864e+01   1.00000000e+00   3.40628995e+00   7.53359137e-02   7.08604561e-02  -2.59561524e-02
  3.12565316e+01   1.99070555e+01   1.00000000e+00   3.40649116e+00   7.54304462e-02   7.07705357e-02  -2.59246040e-02
  3.12965277e+01   1.99097210e+01   1.00000000e+00   3.40669235e+00   7.55249493e-02   7.06808477e-02  -2.58931350e-02
  3.13365238e+01   1.99123828e+01   1.00000000e+00   3.40689351e+00   7.56194229e-02   7.05913913e-02  -2.58617453e-02
  3.13765198e+01   1.99150410e+01   1.00000000e+00   3.40709464e+00   7.57138669e-02   7.05021655e-02  -2.58304345e-02
  3.14165159e+01   1.99176956e+01   1.00000000e+00   3.40729576e+00   7.58082815e-02   7.04131695e-02  -2.57992024e-02
  3.14565120e+01   1.99203465e+01   1.00000000e+00   3.40749684e+00   7.59026666e-02   7.03244023e-02  -2.57680486e-02
  3.14965081e+01   1.99229938e+01   1.00000000e+00   3.40769791e+00   7.59970221e-02   7.02358632e-02  -2.57369728e-02
  3.15365042e+01   1.99256376e+01   1.00000000e+00   3.40789895e+00   7.60913480e-02   7.01475512e-02  -2.57059747e-02
  3.15765002e+01   1.99282777e+01   1.00000000e+00   3.40809996e+00   7.61856444e-02   7.00594654e-02  -2.56750541e-02
  3.16164963e+01   1.99309142e+01   1.00000000e+00   3.40830095e+00   7.62799112e-02   6.99716050e-02  -2.56442107e-02
  3.16564924e+01   1.99335472e+01   1.00000000e+00   3.40850192e+00   7.63741483e-02   6.98839691e-02  -2.56134441e-02
  3.16964885e+01   1.99361766e+01   1.00000000e+00   3.40870286e+00   7.64683559e-02   6.97965570e-02  -2.55827541e-02
  3.17364846e+01   1.99388024e+01   1.00000000e+00   3.40890377e+00   7.65625338e-02   6.97093676e-02  -2.55521403e-02
  3.17764807e+01   1.99414247e+01   1.00000000e+00   3.40910467e+00   7.66566821e-02   6.96224003e-02  -2.55216026e-02
  3.18164767e+01   1.99440434e+01   1.00000000e+00   3.40930553e+00   7.67508007e-02   6.95356541e-02  -2.54911406e-02
  3.18564728e+01   1.99466586e+01   1.00000000e+00   3.40950638e+00   7.68448896e-02   6.94491282e-02  -2.54607540e-02
  3.18964689e+01   1.99492703e+01   1.00000000e+00   3.40970719e+00   7.69389489e-02   6.93628217e-02  -2.54304426e-02
  3.19364650e+01   1.99518785e+01   1.00000000e+00   3.40990799e+00   7.70329784e-02   6.92767339e-02  -2.54002060e-02
  3.19764611e+01   1.99544832e+01   1.00000000e+00   3.41010875e+00   7.71269782e-02   6.91908640e-02  -2.53700440e-02
  3.20164571e+01   1.99570843e+01   1.00000000e+00   3.41030950e+00   7.72209482e-02   6.91052110e-02  -2.53399563e-02
  3.20564532e+01   1.99596820e+01   1.00000000e+00   3.41051022e+00   7.73148885e-02   6.90197742e-02  -2.53099427e-02
  3.20964493e+01   1.99622762e+01   1.00000000e+00   3.41071091e+00   7.74087990e-02   6.89345528e-02  -2.52800028e-02
  3.21364454e+01   1.99648670e+01   1.00000000e+00   3.41091158e+00   7.75026798e-02   6.88495459e-02  -2.52501365e-02
  3.21764415e+01   1.99674543e+01   1.00000000e+00   3.41111222e+00   7.75965307e-02   6.87647528e-02  -2.52203433e-02
  3.22164376e+01   1.99700381e+01   1.00000000e+00   3.41131284e+00   7.76903518e-02   6.86801727e-02  -2.51906231e-02
  3.22564336e+01   1.99726185e+01   1.00000000e+00   3.41151343e+00   7.77841431e-02   6.85958047e-02  -2.51609755e-02
  3.22964297e+01   1.99751954e+01   1.00000000e+00   3.41171400e+00   7.78779045e-02   6.85116480e-02  -2.51314004e-02
  3.23364258e+01   1.99777690e+01   1.00000000e+00   3.41191454e+00   7.79716361e-02   6.84277020e-02  -2.51018974e-02
  3.23764219e+01   1.99803391e+01   1.00000000e+00   3.41211505e+00   7.80653378e-02   6.83439657e-02  -2.50724662e-02
  3.24164180e+01   1.99829058e+01   1.00000000e+00   3.41231555e+00   7.81590097e-02   6.82604385e-02  -2.50431067e-02
  3.24564140e+01   1.99854691e+01   1.00000000e+00   3.41251601e+00   7.82526516e-02   6.81771195e-02  -2.50138185e-02
  3.24964101e+01   1.99880290e+01   1.00000000e+00   3.41271645e+00   7.83462636e-02   6.80940079e-02  -2.49846014e-02
  3.25364062e+01   1.99905855e+01   1.00000000e+00   3.41291687e+00   7.84398457e-02   6.80111031e-02  -2.49554552e-02
  3.25764023e+01   1.99931387e+01   1.00000000e+00   3.41311725e+00   7.85333978e-02   6.79284041e-02  -2.49263795e-02
  3.26163984e+01   1.99956885e+01   1.00000000e+00   3.41331762e+00   7.86269200e-02   6.78459104e-02  -2.48973741e-02
  3.26563944e+01   1.99982349e+01   1.00000000e+00   3.41351796e+00   7.87204122e-02   6.77636210e-02  -2.48684387e-02
  3.26963905e+01   2.00007780e+01   1.00000000e+00   3.41371827e+00   7.88138744e-02   6.76815353e-02  -2.48395732e-02
  3.27363866e+01   2.00033178e+01   1.00000000e+00   3.41391855e+00   7.89073066e-02   6.75996525e-02  -2.48107772e-02
  3.27763827e+01   2.00058542e+01   1.00000000e+00   3.41411881e+00   7.90007088e-02   6.75179718e-02  -2.47820505e-02
  3.28163788e+01   2.00083873e+01   1.00000000e+00   3.41431905e+00   7.90940810e-02   6.74364926e-02  -2.47533928e-02
  3.28563749e+01   2.00109171e+01   1.00000000e+00   3.41451926e+00   7.91874231e-02   6.73552140e-02  -2.47248039e-02
  3.28963709e+01   2.00134436e+01   1.00000000e+00   3.41471944e+00   7.92807352e-02   6.72741354e-02  -2.46962835e-02
  3.29363670e+01   2.00159667e+01   1.00000000e+00   3.41491960e+00   7.93740172e-02   6.71932560e-02  -2.46678314e-02
  3.29763631e+01   2.00184866e+01   1.00000000e+00   3.41511973e+00   7.94672691e-02   6.71125750e-02  -2.46394474e-02
  3.30163592e+01   2.00210032e+01   1.00000000e+00   3.41531983e+00   7.95604910e-02   6.70320918e-02  -2.46111312e-02
  3.30563553e+01   2.00235165e+01   1.00000000e+00   3.41551991e+00   7.96536827e-02   6.69518056e-02  -2.45828825e-02
  3.30963513e+01   2.00260266e+01   1.00000000e+00   3.41571996e+00   7.97468443e-02   6.68717158e-02  -2.45547011e-02
  3.31363474e+01   2.00285334e+01   1.00000000e+00   3.41591999e+00   7.98399758e-02   6.67918215e-02  -2.45265868e-02
  3.31763435e+01   2.00310370e+01   1.00000000e+00   3.41611999e+00   7.99330771e-02   6.67121221e-02  -2.44985394e-02
  3.32163396e+01   2.00335373e+01   1.00000000e+00   3.41631997e+00   8.00261483e-02   6.66326169e-02  -2.44705585e-02
  3.32563357e+01   2.00360344e+01   1.00000000e+00   3.41651991e+00   8.01191893e-02   6.65533051e-02  -2.44426440e-02
  3.32963318e+01   2.00385282e+01   1.00000000e+00   3.41671983e+00   8.02122001e-02   6.64741862e-02  -2.44147955e-02
  3.33363278e+01   2.00410188e+01   1.00000000e+00   3.41691973e+00   8.03051807e-02   6.63952593e-02  -2.43870130e-02
  3.33763239e+01   2.00435063e+01   1.00000000e+00   3.41711960e+00   8.03981311e-02   6.63165237e-02  -2.43592961e-02
  3.34163200e+01   2.00459905e+01   1.00000000e+00   3.41731944e+00   8.04910513e-02   6.62379789e-02  -2.43316446e-02
  3.34563161e+01   2.00484715e+01   1.00000000e+00   3.41751926e+00   8.05839413e-02   6.61596240e-02  -2.43040582e-02
  3.34963122e+01   2.00509494e+01   1.00000000e+00   3.41771905e+00   8.06768010e-02   6.60814585e-02  -2.42765368e-02
  3.35363082e+01   2.00534240e+01   1.00000000e+00   3.41791881e+00   8.07696304e-02   6.60034816e-02  -2.42490801e-02
  3.35763043e+01   2.00558955e+01   1.00000000e+00   3.41811854e+00   8.08624296e-02   6.59256926e-02  -2.42216879e-02
  3.36163004e+01   2.00583638e+01   1.00000000e+00   3.41831825e+00   8.09551985e-02   6.58480910e-02  -2.41943600e-02
  3.36562965e+01   2.00608290e+01   1.00000000e+00   3.41851794e+00   8.10479370e-02   6.57706759e-02  -2.41670961e-02
  3.36962926e+01   2.00632910e+01   1.00000000e+00   3.41871759e+00   8.11406453e-02   6.56934468e-02  -2.41398959e-02
  3.37362887e+01   2.00657499e+01   1.00000000e+00   3.41891722e+00   8.12333233e-02   6.56164029e-02  -2.41127594e-02
  3.37762847e+01   2.00682057e+01   1.00000000e+00   3.41911682e+00   8.13259709e-02   6.55395437e-02  -2.40856862e-02
  3.38162808e+01   2.00706583e+01   1.00000000e+00   3.41931640e+00   8.14185882e-02   6.54628684e-02  -2.40586761e-02
  3.38562769e+01   2.00731078e+01   1.00000000e+00   3.41951595e+00   8.15111751e-02   6.53863764e-02  -2.40317289e-02
